Original Sort Order,Level 0,Level 1,Level 2,Check,Level 3a,Level 4,Count,Domain,COMMENTS,Decision
521,s oak,s oak,Spanish/swamp oak,YES,Oak,,1,ND_Illinois,see above; JP changed Level 2 from Spanish oak to Oak,
522,s oak,s oak,Spanish/swamp oak,YES,Oak,,45,ND_Illinois,see above; JP changed Level 2 from Spanish oak to Oak,
938,s oak,s oak,Spanish/swamp oak,YES,Oak,,1,ND_Illinois,Jody added 1-24-14.,
529,S.O.,S.O.,Spanish/swamp oak,YES,Oak,,5,ND_Illinois,JP changed Level 2 from Spanish oak to Oak,
,spn o,spn o,Spanish/swamp oak,,Oak,,,ND_Illinois,,
939,swamp oak,swamp oak,Swamp oak,,Oak,,2,ND_Illinois,Jody added 1-24-14.,
230,double white oak,double white oak,White oak,,Oak,,3,ND_Illinois,,
253,forked w oak,forked w oak,White oak,,Oak,,4,ND_Illinois,,
254,Forked white oak,Forked white oak,White oak,,Oak,,2,ND_Illinois,,
255,forked wo,forked wo,White oak,,Oak,,1,ND_Illinois,,
638,W O.,W O,White oak,,Oak,,697,ND_Illinois,,
638,W O.,W O.,White oak,,Oak,,697,ND_Illinois,,
639,W oak,W oak,White oak,,Oak,,1,ND_Illinois,,
640,w oak,w oak,White oak,,Oak,,1756,ND_Illinois,,
641,W Oak,W Oak,White oak,,Oak,,188,ND_Illinois,,
682,white,white,White oak,YES,Oak,,2,ND_Illinois,,
687,White O.,White O.,White oak,,Oak,,5,ND_Illinois,,
690,white oak,white oak,White oak,,Oak,,2,ND_Illinois,,
692,white oak,white oak,White oak,,Oak,,339,ND_Illinois,,
,,wo,White oak,,Oak,,,ND_Illinois,,
711,WO,WO,White oak,,Oak,,9,ND_Illinois,,
733,yellow oak,yellow oak,Yellow oak,,Oak,,21,ND_Illinois,,
,,W (slightly covered by finger) Oak,,,Oak,,,ND_Illinois,,
209,crab apple,crab apple,Crab apple,,Other hardwood,,3,ND_Illinois,,
210,Crab tree,Crab tree,Crab apple,,Other hardwood,,1,ND_Illinois,,
278,Haw,Haw,Hawthorn,,Other hardwood,,1,ND_Illinois,"CVC all the haws (red, black and possibly white thorn) are possibly the same as thorn = hawthorn (Crataegus) or at level 2 Haw.  To level 3a probably becomes Rose tree, but note the some shrub Viburnums were called black haw.  ",
500,red haw,red haw,Hawthorn,,Other hardwood,,1,ND_Illinois,"STJ:  Why hawthorn here and red haw above? CVC here level 2 is red haw. JP Level 2 had been entered as Hawthorne, changed to Red haw 1-31-14",
328,Hoop Ash,Hoop Ash,Other hardwood,,Other hardwood,,1,ND_Illinois,see above,
329,hoopash,hoopash,Other hardwood,,Other hardwood,,2,ND_Illinois,see above,
330,hoopwood,hoopwood,Other hardwood,,Other hardwood,,8,ND_Illinois,see above,
435,Peccon,Peccon,Pecan,,Other hardwood,,1,ND_Illinois,,
436,pecon,pecon,Pecan,,Other hardwood,,5,ND_Illinois,,
440,persimmen,persimmen,Persimmon,,Other hardwood,,3,ND_Illinois,,
442,persimmon,persimmon,Persimmon,,Other hardwood,,1,ND_Illinois,,
493,rd bud,rd bud,Red bud,,Other hardwood,,1,ND_Illinois,,
495,red bud,red bud,Red bud,,Other hardwood,,4,ND_Illinois,,
530,Safrfras,Safrfras,Sassafrass,,Other hardwood,,1,ND_Illinois,,
531,safsafras,safsafras,Sassafrass,,Other hardwood,,1,ND_Illinois,,
533,Sasafras,Sasafras,Sassafrass,,Other hardwood,,3,ND_Illinois,,
535,sassafra,sassafra,Sassafrass,,Other hardwood,,1,ND_Illinois,,
537,sassafras,sassafras,Sassafrass,,Other hardwood,,8,ND_Illinois,,
539,sassafrass,sassafrass,Sassafrass,,Other hardwood,,9,ND_Illinois,,
545,servicebrry,servicebrry,Serviceberry,,Other hardwood,,1,ND_Illinois,,
623,thorn,thorn,Thorn tree,YES - Done,Other hardwood,,1,ND_Illinois,CVC explicitly this is thorn very likely Rose tree at level 3a; JP changed Level 2 from Hawthorn to Thorn,
480,quakeing asp,quakeing asp,Aspen,YES,Poplar,,1,ND_Illinois,"see above, note big tooth was not really recognized at this time so all go into aspen without any loss",
484,quaking asp,quaking asp,Aspen,,Poplar,,2,ND_Illinois,see above,
198,cotenwood,cotenwood,Cottonwood,,Poplar,,2,ND_Illinois,,
201,cotton,cotton,Cottonwood,,Poplar,,1,ND_Illinois,,
203,cotton tree,cotton tree,Cottonwood,,Poplar,,2,ND_Illinois,CVC pretty sure this is cottonwood,
204,cotton wood,cotton wood,Cottonwood,,Poplar,,4,ND_Illinois,,
207,cottonwood,cottonwood,Cottonwood,,Poplar,,9,ND_Illinois,,
465,poplar,poplar,Poplar/tulip poplar,,Poplar/tulip poplar,,9,ND_Illinois,"""",
466,poplar,poplar,Poplar/tulip poplar,,Poplar/tulip poplar,,12,ND_Illinois,"""",
519,S gum,S gum,Sweet gum,,Sweet gum,,9,ND_Illinois,,
591,sweet gum,sweet gum,Sweet Gum,,Sweet gum,,10,ND_Illinois,,
52,b wood,b wood,Buttonwood,YES,Sycamore,,1,ND_Illinois,,
602,syc.,syc.,Sycamore,,Sycamore,,4,ND_Illinois,,
603,Sycam,Sycam,Sycamore,,Sycamore,,2,ND_Illinois,,
607,sycamore,sycamore,Sycamore,,Sycamore,,31,ND_Illinois,,
608,syck,syck,Sycamore,,Sycamore,,1,ND_Illinois,,
609,syckamor,syckamor,Sycamore,,Sycamore,,1,ND_Illinois,,
610,syckamore,syckamore,Sycamore,,Sycamore,,2,ND_Illinois,,
6,88888,88888,Name illegible,,Unknown tree,,47,ND_Illinois,,
542,SC. Species,SC. Species,Name illegible,,Unknown tree,,1,ND_Illinois,,
8,99999,99999,Name missing,,Unknown tree,,7,ND_Illinois,,
35,B,B,Unknown tree,YES - Done,Unknown tree,,3,ND_Illinois,JP: Since there are only 3 I am listing Level 3a as Undefined,
628,tree,tree,Unknown tree,,Unknown tree,,1,ND_Illinois,"CVC a new category :  undef.? JP: changed Level 2 from ""custom"" (ND's label for undefined) to Undefined",
633,W,W,Unknown tree,YES - Done,Unknown tree,,3,ND_Illinois,JP - There is only 3 - do we care? JMc - No.,
707,witness tree,witness tree,Unknown tree,YES,Unknown tree,,1,ND_Illinois,CVC into undef. ,
48,b walnut,b walnut,Black walnut,,Walnut,,4,ND_Illinois,,
50,B walnut,B walnut,Black walnut,,Walnut,,45,ND_Illinois,,
51,b watt,b watt,Black walnut,,Walnut,,3,ND_Illinois,,
108,black walnut,black walnut,Black walnut,,Walnut,,5,ND_Illinois,,
118,Blk walnut,Blk walnut,Black walnut,,Walnut,,1,ND_Illinois,,
169,BW,BW,Black walnut,YES,Walnut,,1,ND_Illinois,,
165,Butter Nut,Butter Nut,Butternut,,Walnut,,1,ND_Illinois,,
167,butternut,butternut,Butternut,,Walnut,,1,ND_Illinois,,
661,Walnut,Walnut,Walnut,YES - Done,Walnut,,23,ND_Illinois,CVC at level 2 this would be walnut; JP changed level 2 from Black Walnut to Walnut,
662,Walnut,Walnut,Walnut,,Walnut,,13,ND_Illinois,,
665,walt,walt,Walnut,YES - Done,Walnut,,1,ND_Illinois,CVC I would say walnut not black walnut; JP changed level 2 from Black Walnut to Walnut,
642,W Walnt,W Walnt,White walnut,YES - Done,Walnut,,1,ND_Illinois,CVC at level 2 this would be white walnut and walnut at level 3a; JP changed Level 2 from butternut to White walnut 1-31-14,
643,W walnut,W walnut,White walnut,YES - Done,Walnut,,3,ND_Illinois,CVC at level 2 this would be white walnut and walnut at level 3a; JP changed Level 2 from butternut to White walnut 1-31-14,
644,W walnut,W walnut,White walnut,YES - Done,Walnut,,4,ND_Illinois,JP changed from W walnut to White walnut,
696,white walnut,white walnut,White walnut,YES - Done,Walnut,,3,ND_Illinois,CVC would be white walnut in level 2; JP changed level 2 from Butternut to White walnut 1-31-14 ,
705,willow,willow,Willow,,Willow,,11,ND_Illinois,,
,88888,88888,88888 (illegible),,Unknown tree,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B alder,B alder,Alder,,Alder,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Hornbeam,Hornbeam,American hornbeam,,Ironwood,,67,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,ash,ash,Ash,,Ash,,824,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,aspen,aspen,Aspen,,Poplar,,235,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Aspin,Aspin,Aspen,,Poplar,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,quaking aspen,quaking aspen,Aspen,,Poplar,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,beech,beech,Beech,,Beech,,7831,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,beech (double),beech (double),Beech,,Beech,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Beech Sapling,Beech Sapling,Beech,,Beech,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,beech stump,beech stump,Beech,,Beech,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Ground Beech,Ground Beech,Beech,,Beech,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,birch,birch,Birch,,Birch,,43,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bastard birch,bastard birch,Birch,,Birch,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b elm,b elm,Bitter elm,,Elm,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bitter Elm,Bitter Elm,Bitter elm,,Elm,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bitter elm,bitter elm,Bitter elm,,Elm,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bk ash,bk ash,Black ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Black Ash,Black Ash,Black ash,,Ash,,9,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blk ash,Blk ash,Black ash,,Ash,,33,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blk. Ash,Blk. Ash,Black ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black cherry,black cherry,Black cherry,,Cherry,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b gum,b gum,Black gum,,Black gum,,50,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. Gum,B. Gum,Black gum,,Black gum,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black gum,black gum,Black gum,,Black gum,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blk Gum,Blk Gum,Black gum,,Black gum,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Pepperage,Pepperage,Black gum,,Black gum,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,pepperidge,pepperidge,Black gum,,Black gum,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,peprage or b gum,peprage or b gum,Black gum,,Black gum,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,gum,gum,Black gum/sweet gum,,Black gum/sweet gum,,316,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B Hickory,B Hickory,Black hickory,,Hickory,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl oak,Bl oak,Black oak,,Oak,,40,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black oak,black oak,Black oak,,Oak,,28,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Black Oak,Black Oak,Black oak,,Oak,,41,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,blk O,blk O,Black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blk oak,Blk oak,Black oak,,Oak,,40,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b ok,b ok,Black oak,,Oak,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl Ok,Bl Ok,Black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bl ok,bl ok,Black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl. oak,Bl. oak,Black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl. Oak,Bl. Oak,Black oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black ok,black ok,Black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b walnut,b walnut,Black walnut,,Walnut,,56,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. Walnut,B. Walnut,Black walnut,,Walnut,,46,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Black Walnut,Black Walnut,Black walnut,,Walnut,,9,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,blk walnut,blk walnut,Black walnut,,Walnut,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,A forked B Walnut,A forked B Walnut,Black walnut,,Walnut,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blk Walnut ,Blk Walnut ,Black walnut,,Walnut,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b ash,b ash,Black/blue ash,,Ash,,310,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. Ash,B. Ash,Black/blue ash,,Ash,,84,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B.Ash,B.Ash,Black/blue ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bl ash,bl ash,Black/blue ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl Ash,Bl Ash,Black/blue ash,,Ash,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl. Ash,Bl. Ash,Black/blue ash,,Ash,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,North b ash,North b ash,Black/blue ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. Oak,B. Oak,Black/burr oak,,Oak,,362,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,boak,boak,Black/burr oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Fkd B. Oak,Fkd B. Oak,Black/burr oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B Jack,B Jack,Blackjack oak,,Oak,,75,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. Jack,B. Jack,Blackjack oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black jack,black jack,Blackjack oak,,Oak,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b jack ,b jack ,Blackjack oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Bl Jack,Bl Jack,Blackjack oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bk oak,bk oak,Blackjack/black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blue Ash,Blue Ash,Blue ash,,Ash,,74,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Blue Ash Sapling,Blue Ash Sapling,Blue ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. tree,B. tree,Bottom tree,,Unknown tree,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Box Elder,Box Elder,Box elder,,Maple,,15,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,boxelder,boxelder,Box elder,,Maple,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,box elder ,box elder ,Box elder,,Maple,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,boxwood,boxwood,Boxwood,,Maple,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,buckeye,buckeye,Buckeye,,Buckeye,,153,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Buckeye,Buckeye,Buckeye,,Buckeye,,177,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Br. Oak,Br. Oak,Bur oak,,Oak,,22,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bur oak,bur oak,Bur oak,,Oak,,50,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,burr o,burr o,Bur oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,burr oak,burr oak,Bur oak,,Oak,,313,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dbl br oak,dbl br oak,Bur oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Double br oak,Double br oak,Bur oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Br Oak,Br Oak,Bur oak,,Oak,,221,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,br oak,br oak,Bur oak,,Oak,,290,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Burr Oak ,Burr Oak ,Bur oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Burr O.,Burr O.,Burr oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b o,b o,Burr/black oak,,Oak,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B Oak,B Oak,Burr/black oak,,Oak,,1095,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b oak,b oak,Burr/black oak,,Oak,,1158,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. O,B. O,Burr/black oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B. O.,B. O.,Burr/black oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,butternut,butternut,Butternut,,Walnut,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,cherry,cherry,Cherry,,Cherry,,111,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,chesnut,chesnut,Chestnut  ,,Chestnut,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,chestnut,chestnut,Chestnut  ,,Chestnut,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,chest oak,chest oak,Chestnut oak,,Oak,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Chest. Oak,Chest. Oak,Chestnut oak,,Oak,,23,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,chestnut oak,chestnut oak,Chestnut oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Cottonwood,Cottonwood,Cottonwood,,Poplar,,13,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,cottonwood,cottonwood,Cottonwood,,Poplar,,19,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,crab apple,crab apple,Crab apple,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,crabapple,crabapple,Crab apple,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Crabapple,Crabapple,Crab apple,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dogwd,dogwd,Dogwood,,Dogwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dogwod,dogwod,Dogwood,,Dogwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dogwood,dogwood,Dogwood,,Dogwood,,459,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Dogw.,Dogw.,Dogwood,,Dogwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Dogwood ,Dogwood ,Dogwood,,Dogwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,elm,elm,Elm,,Elm,,1256,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,H elm,H elm,Elm,,Elm,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,(?) Elm,(?) Elm,Elm,,Elm,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,forked Elm,forked Elm,Elm,,Elm,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Gray Ash,Gray Ash,Gray ash  ,,Ash,,35,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Grey Ash,Grey Ash,Gray ash  ,,Ash,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,G. Ash,G. Ash,Green/gray ash,,Ash,,14,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,g ash,g ash,Green/gray ash,,Ash,,30,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hackberry,hackberry,Hackberry,,Hackberry,,141,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,haw,haw,Hawthorn,,Other hardwood,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,haw tree,haw tree,Hawthorn,,Other hardwood,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R haw,R haw,Hawthorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,red haw,red haw,Hawthorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red Haw,Red Haw,Hawthorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B Haw,B Haw,Hawthorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,haw bush,haw bush,Hawthorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hick,hick,Hickory,,Hickory,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hickory,hickory,Hickory,,Hickory,,12,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Hickory,Hickory,Hickory,,Hickory,,2426,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Hickory sapling,Hickory sapling,Hickory,,Hickory,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hickry,hickry,Hickory,,Hickory,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hicky,hicky,Hickory,,Hickory,,178,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b. hicky,b. hicky,Hickory,,Hickory,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Honey Locust,Honey Locust,Honey locust,,Locust,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,honey locust,honey locust,Honey locust,,Locust,,10,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,H locust,H locust,Honey locust,,Locust,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Horn beam,Horn beam,Hornbeam,,Ironwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,iron,iron,Ironwood,,Ironwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,iron wood,iron wood,Ironwood,,Ironwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Ironw,Ironw,Ironwood,,Ironwood,,10,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,ironwd,ironwd,Ironwood,,Ironwood,,88,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,ironwod,ironwod,Ironwood,,Ironwood,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Ironwood,Ironwood,Ironwood,,Ironwood,,481,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Irnwd,Irnwd,Ironwood,,Ironwood,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,IronD,IronD,Ironwood,,Ironwood,,13,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Ironwood sapling,Ironwood sapling,Ironwood,,Ironwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,j oak,j oak,Jack oak,,Oak,,90,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,J. Oak,J. Oak,Jack oak,,Oak,,13,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,J? oak,J? oak,Jack oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Jack Oak,Jack Oak,Jack oak,,Oak,,42,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,jack oak,jack oak,Jack oak,,Oak,,48,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,coffeenut,coffeenut,Kentucky coffee tree,,Other hardwood,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Coffee nut,Coffee nut,Kentucky coffee tree,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,coffee tree,coffee tree,Kentucky coffee tree,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Locust,Locust,Locust,,Locust,,21,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,linn,linn,Lynn,,Basswood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Lyme,Lyme,Lynn,,Basswood,,12,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Lynn,Lynn,Lynn,,Basswood,,194,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,lynn,lynn,Lynn,,Basswood,,196,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,lynnwood,lynnwood,Lynn,,Basswood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Maple,Maple,Maple,,Maple,,245,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,maple,maple,Maple,,Maple,,248,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,soft maple,soft maple,Maple,,Maple,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Soft Maple,Soft Maple,Maple,,Maple,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Double maple,Double maple,Maple,,Maple,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Mulberry,Mulberry,Mulberry,,Mulberry,,16,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,mulberry,mulberry,Mulberry,,Mulberry,,24,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,99999,99999,Name missing,,Unknown tree,,38,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,nine bark,nine bark,Ninebark,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,? oak,? oak,Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,oak,oak,Oak,,Oak,,219,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,black or yellow oak,black or yellow oak,Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Solitary Oak,Solitary Oak,Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,hoopwood,hoopwood,Other hardwood,,Other hardwood,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,E,E,Other hardwood,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Elm and beech twisted together,Elm and beech twisted together,Other hardwood,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,paw paw,paw paw,Paw paw,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Paw paw,Paw paw,Paw paw,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,persimmon,persimmon,Persimmon,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,pin oak,pin oak,Pin Oak,,Oak,,168,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,pinoak,pinoak,Pin Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
